Gender,Perspective,Age_1,Age_2,Pair_ID,Spare
1,0,0,0,1144,1
1,0,1,0,1145,1
1,0,0,0,1145,0
1,0,1,0,1146,1
1,0,0,0,1146,0
0,0,0,1,1147,0
1,0,0,1,1147,1
1,0,0,0,1148,0
1,0,0,1,1148,1
0,0,0,0,1149,1
1,0,0,0,1149,0
1,0,1,0,1150,0
1,0,0,1,1150,1
0,0,1,0,1151,0
1,0,1,0,1151,1
0,0,1,0,1152,1
0,0,0,0,1152,0
0,0,0,0,1153,1
1,0,0,0,1153,0
1,0,0,0,1154,0
1,0,0,1,1154,1
0,0,0,0,1155,0
0,0,0,1,1155,1
1,0,1,0,1156,1
1,0,0,0,1156,0
0,0,1,0,1157,1
0,0,0,0,1157,0
1,0,1,0,1158,1
1,0,0,0,1158,0
0,0,0,0,1159,1
1,0,0,0,1159,0
1,0,1,0,1160,1
1,0,0,0,1160,0
1,0,0,0,1161,0
1,0,0,1,1161,1
0,0,1,0,1162,1
0,0,0,0,1162,0
1,0,1,0,1163,1
1,0,0,0,1163,0
1,0,1,0,1164,1
1,0,0,0,1164,0
1,0,1,0,1165,1
1,0,0,0,1165,0
0,0,1,0,1166,0
0,0,0,0,1166,1
0,0,1,0,1167,0
1,0,1,0,1167,1
1,0,1,0,1168,1
1,0,0,0,1168,0
1,0,1,0,1169,1
1,0,0,0,1169,0
0,0,0,0,1170,0
1,0,0,0,1170,1
0,0,1,0,1171,1
0,0,0,0,1171,0
0,0,1,0,1172,0
1,0,1,0,1172,1
0,0,0,0,1173,0
0,0,0,1,1173,1
0,0,1,0,1174,0
1,0,1,0,1174,1
0,0,0,0,1175,0
0,0,0,1,1175,1
1,0,1,0,1176,1
1,0,0,0,1176,0
0,0,1,0,1177,1
0,0,0,0,1177,0
0,0,0,1,1178,0
1,0,0,1,1178,1
0,0,1,0,1179,1
0,0,0,0,1179,0
1,0,0,0,1180,0
1,0,0,1,1180,1
1,0,0,0,1181,1
1,0,0,1,1181,0
1,0,1,0,1182,1
1,0,0,0,1182,0
0,0,1,0,1183,1
1,0,1,0,1183,0
1,0,1,0,1184,0
1,0,0,0,1184,1
0,0,1,0,1185,1
0,0,0,0,1185,0
0,0,1,0,1186,1
1,0,1,0,1186,0
1,0,0,0,1187,0
1,0,0,1,1187,1
1,0,1,0,1188,1
1,0,0,0,1188,0
0,0,1,0,1189,0
0,0,0,0,1189,1
0,0,1,0,1190,1
1,0,1,0,1190,0
0,0,0,0,1191,0
0,0,0,1,1191,1
0,0,1,0,1192,0
0,0,0,1,1192,1
1,0,1,0,1193,1
1,0,0,0,1193,0
0,0,1,0,1194,0
0,0,0,1,1194,1
0,0,1,0,1195,1
0,0,0,0,1195,0
0,0,1,0,1196,1
1,0,1,0,1196,0
0,0,0,0,1197,1
1,0,0,0,1197,0
0,0,1,0,1198,0
0,0,0,0,1198,1
0,0,0,0,1199,0
0,0,0,1,1199,1
0,0,1,0,1200,1
0,0,0,0,1200,0
1,0,1,0,1201,1
1,0,0,0,1201,0
1,0,1,0,1202,1
1,0,0,0,1202,0
0,0,0,0,1203,1
1,0,0,0,1203,0
0,0,1,0,1204,1
0,0,0,0,1204,0
0,0,1,0,1205,0
0,0,0,1,1205,1
0,0,0,1,1206,0
1,0,0,1,1206,1
0,0,0,1,1207,0
1,0,0,1,1207,1
0,0,1,0,1208,1
0,0,0,0,1208,0
0,0,0,0,1209,0
1,0,0,0,1209,1
0,0,0,0,1210,0
0,0,0,1,1210,1
0,0,1,0,1211,0
1,0,1,0,1211,1
0,0,0,0,1212,1
1,0,0,0,1212,0
0,0,1,0,1213,1
1,0,1,0,1213,0
1,0,0,0,1214,0
1,0,0,1,1214,1
0,0,0,1,1215,1
1,0,0,1,1215,0
1,0,1,0,1216,0
1,0,0,0,1216,1
1,0,1,0,1217,1
1,0,0,0,1217,0
0,0,0,0,1218,0
1,0,0,0,1218,1
0,0,0,0,1219,0
0,0,0,1,1219,1
1,0,1,0,1220,0
1,0,0,1,1220,1
0,0,0,1,1221,0
1,0,0,1,1221,1
0,0,1,0,1222,1
0,0,0,0,1222,0
0,0,0,0,1223,1
1,0,0,0,1223,0
0,0,1,0,1224,1
0,0,0,0,1224,0
1,0,1,0,1225,1
1,0,0,0,1225,0
0,0,1,0,1226,1
0,0,0,0,1226,0
1,0,1,0,1227,0
1,0,0,1,1227,1
0,0,1,0,1228,1
0,0,0,0,1228,0
1,0,1,0,1229,0
1,0,0,1,1229,1
0,0,0,1,1230,1
1,0,0,1,1230,0
0,0,0,1,1231,1
1,0,0,1,1231,0
1,0,0,0,1232,0
1,0,0,1,1232,1
0,0,1,0,1233,1
0,0,0,0,1233,0
0,0,1,0,1234,1
0,0,0,0,1234,0
1,0,1,0,1235,1
1,0,0,0,1235,0
1,0,1,0,1236,1
1,0,0,0,1236,0
1,0,0,0,1237,0
1,0,0,1,1237,1
0,0,0,1,1238,0
1,0,0,1,1238,1
0,0,0,0,1239,0
1,0,0,0,1239,1
1,0,1,0,1240,1
1,0,0,0,1240,0
0,0,0,0,1241,0
1,0,0,0,1241,1
0,0,0,0,1242,0
0,0,0,1,1242,1
1,0,1,0,1243,1
1,0,0,1,1243,0
1,0,1,0,1244,1
1,0,0,0,1244,0
1,0,0,0,1245,0
1,0,0,1,1245,1
1,0,1,0,1246,1
1,0,0,0,1246,0
1,0,0,0,1247,0
1,0,0,1,1247,1
0,0,0,1,1248,0
1,0,0,1,1248,1
0,0,1,0,1249,1
0,0,0,0,1249,0
1,0,1,0,1250,1
1,0,0,1,1250,0
0,0,1,0,1251,1
0,0,0,1,1251,0
1,0,1,0,1252,1
1,0,0,0,1252,0
1,0,1,0,1253,0
1,0,0,0,1253,1
0,0,0,0,1254,0
0,0,0,1,1254,1
1,0,0,0,1255,0
1,0,0,1,1255,1
0,0,0,0,1256,0
0,0,0,1,1256,1
0,0,1,0,1257,1
0,0,0,0,1257,0
0,0,0,0,1258,0
0,0,0,1,1258,1
0,0,1,0,1259,1
0,0,0,0,1259,0
0,0,0,0,1260,0
0,0,0,1,1260,1
1,0,1,0,1261,0
1,0,0,1,1261,1
1,0,1,0,1262,1
1,0,0,0,1262,0
1,0,1,0,1263,1
1,0,0,0,1263,0
0,0,1,0,1264,1
0,0,0,0,1264,0
1,0,1,0,1265,1
1,0,0,0,1265,0
1,0,1,0,1266,1
1,0,0,0,1266,0
0,0,1,0,1267,0
0,0,0,1,1267,1
0,0,1,0,1268,1
0,0,0,0,1268,0
0,0,1,0,1269,0
1,0,1,0,1269,1
1,0,1,0,1270,1
1,0,0,0,1270,0
1,0,0,0,1271,0
1,0,0,1,1271,1
1,0,1,0,1272,0
1,0,0,1,1272,1
0,0,0,1,1273,0
1,0,0,1,1273,1
1,0,1,0,1274,1
1,0,0,0,1274,0
1,0,1,0,1275,1
1,0,0,0,1275,0
0,0,1,0,1276,0
0,0,0,0,1276,1
0,0,0,0,1277,1
0,0,0,1,1277,0
1,0,1,0,1278,1
1,0,0,0,1278,0
0,0,0,0,1279,0
0,0,0,1,1279,1
1,0,0,0,1280,0
1,0,0,1,1280,1
0,0,1,0,1281,1
0,0,0,0,1281,0
0,0,1,0,1282,1
0,0,0,0,1282,0
0,0,0,1,1283,1
1,0,0,1,1283,0
0,0,1,0,1284,0
0,0,0,1,1284,1
0,0,0,0,1285,0
0,0,0,1,1285,1
1,0,1,0,1286,1
1,0,0,0,1286,0
0,0,0,0,1287,0
1,0,0,0,1287,1
0,0,1,0,1288,1
1,0,1,0,1288,0
0,0,1,0,1289,0
0,0,0,0,1289,1
0,0,1,0,1290,1
0,0,0,0,1290,0
1,0,1,0,1291,0
1,0,0,0,1291,1
1,0,1,0,1292,1
1,0,0,0,1292,0
0,0,1,0,1293,1
0,0,0,0,1293,0
0,0,0,0,1294,0
1,0,0,0,1294,1
0,0,1,0,1295,1
0,0,0,0,1295,0
0,0,0,0,1296,1
1,0,0,0,1296,0
1,0,0,0,1297,0
1,0,0,1,1297,1
1,0,1,0,1298,0
1,0,0,1,1298,1
0,0,0,1,1299,1
1,0,0,1,1299,0
0,0,0,1,1300,0
1,0,0,1,1300,1
0,0,1,0,1301,1
0,0,0,0,1301,0
0,0,0,1,1302,0
1,0,0,1,1302,1
1,0,0,0,1303,0
1,0,0,1,1303,1
1,0,1,0,1304,1
1,0,0,0,1304,0
1,0,1,0,1305,1
1,0,0,0,1305,0
1,0,1,0,1306,1
1,0,0,0,1306,0
0,0,1,0,1307,1
0,0,0,0,1307,0
0,0,1,0,1308,1
0,0,0,0,1308,0
0,0,1,0,1309,1
0,0,0,0,1309,0
1,0,1,0,1310,1
1,0,0,0,1310,0
0,0,0,0,1311,1
0,0,0,1,1311,0
0,0,1,0,1312,0
0,0,0,0,1312,1
1,0,1,0,1313,1
1,0,0,0,1313,0
0,0,1,0,1314,0
1,0,1,0,1314,1
1,0,1,0,1315,0
1,0,0,0,1315,1
0,0,0,1,1316,1
1,0,0,1,1316,0
0,0,1,0,1317,1
0,0,0,0,1317,0
0,0,0,0,1318,1
0,0,0,1,1318,0
0,0,1,0,1319,1
0,0,0,0,1319,0
0,0,1,0,1320,1
1,0,1,0,1320,0
0,0,0,0,1321,0
0,0,0,1,1321,1
0,0,0,0,1322,0
0,0,0,1,1322,1
0,0,0,0,1323,0
0,0,0,1,1323,1
1,0,1,0,1324,1
1,0,0,0,1324,0
0,0,0,0,1325,1
1,0,0,0,1325,0
1,0,1,0,1326,1
1,0,0,0,1326,0
0,0,1,0,1327,0
0,0,0,1,1327,1
1,0,1,0,1328,1
1,0,0,1,1328,0
1,0,0,0,1329,0
1,0,0,1,1329,1
0,0,1,0,1330,0
1,0,1,0,1330,1
0,0,1,0,1331,0
0,0,0,0,1331,1
1,0,1,0,1332,1
1,0,0,0,1332,0
1,0,1,0,1333,1
1,0,0,0,1333,0
0,0,1,0,1334,1
0,0,0,0,1334,0
1,0,0,0,1335,1
1,0,0,1,1335,0
1,0,1,0,1336,1
1,0,0,0,1336,0
0,0,1,0,1337,0
1,0,1,0,1337,1
1,0,1,0,1338,1
1,0,0,0,1338,0
0,0,0,0,1339,0
1,0,0,0,1339,1
0,0,1,0,1340,0
1,0,1,0,1340,1
0,0,0,0,1341,0
0,0,0,1,1341,1
1,0,0,0,1342,0
1,0,0,1,1342,1
0,0,1,0,1343,0
1,0,1,0,1343,1
0,0,1,0,1344,1
0,0,0,0,1344,0
1,0,1,0,1345,1
1,0,0,0,1345,0
1,0,1,0,1346,0
1,0,0,1,1346,1
1,0,0,0,1347,0
1,0,0,1,1347,1
0,0,0,1,1348,1
1,0,0,1,1348,0
1,0,0,0,1349,0
1,0,0,1,1349,1
0,0,1,0,1350,1
0,0,0,0,1350,0
1,0,1,0,1351,0
1,0,0,1,1351,1
0,0,0,0,1352,0
0,0,0,1,1352,1
0,0,0,0,1353,1
1,0,0,0,1353,0
1,0,1,0,1354,0
1,0,0,0,1354,1
0,0,1,0,1355,1
0,0,0,0,1355,0
1,0,1,0,1356,0
1,0,0,1,1356,1
0,0,0,1,1357,0
1,0,0,1,1357,1
0,0,1,0,1358,1
0,0,0,0,1358,0
0,0,1,0,1359,1
0,0,0,0,1359,0
1,0,0,0,1360,0
1,0,0,1,1360,1
1,0,0,0,1361,0
1,0,0,1,1361,1
0,0,0,0,1362,0
1,0,0,0,1362,1
1,0,0,0,1363,0
1,0,0,1,1363,1
